dataset,algorithm,clusterer,feature,k,metric,seeds,n,mean,std
facebook,EgoNet-APM-W1,APM,W1,100.0,recall,1 2 3 4 5,5.0,0.11337868480725624,0.0
facebook,EgoNet-APM-W1,APM,W1,200.0,precision,1 2 3 4 5,5.0,0.999,0.0022360679774997916
facebook,EgoNet-APM-W1,APM,W1,200.0,recall,1 2 3 4 5,5.0,0.22653061224489796,0.000507044892857104
facebook,EgoNet-APM-W1,APM,W1,500.0,precision,1 2 3 4 5,5.0,0.996,0.0020000000000000018
facebook,EgoNet-APM-W1,APM,W1,500.0,recall,1 2 3 4 5,5.0,0.564625850340136,0.0011337868480725821
facebook,EgoNet-APM-W1,APM,W1,1000.0,precision,1 2 3 4 5,5.0,0.8583999999999999,0.005128352561983239
facebook,EgoNet-APM-W1,APM,W1,1000.0,recall,1 2 3 4 5,5.0,0.9732426303854875,0.005814458687055823
facebook,EgoNet-APM-W2,APM,W2,10.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W2,APM,W2,10.0,recall,1 2 3 4 5,5.0,0.011337868480725623,0.0
facebook,EgoNet-APM-W2,APM,W2,20.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W2,APM,W2,20.0,recall,1 2 3 4 5,5.0,0.022675736961451247,0.0
facebook,EgoNet-APM-W2,APM,W2,50.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W2,APM,W2,50.0,recall,1 2 3 4 5,5.0,0.05668934240362812,0.0
facebook,EgoNet-APM-W2,APM,W2,100.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W2,APM,W2,100.0,recall,1 2 3 4 5,5.0,0.11337868480725624,0.0
facebook,EgoNet-APM-W2,APM,W2,200.0,precision,1 2 3 4 5,5.0,0.999,0.0022360679774997916
facebook,EgoNet-APM-W2,APM,W2,200.0,recall,1 2 3 4 5,5.0,0.22653061224489796,0.000507044892857104
facebook,EgoNet-APM-W2,APM,W2,500.0,precision,1 2 3 4 5,5.0,0.9956,0.0016733200530681526
facebook,EgoNet-APM-W2,APM,W2,500.0,recall,1 2 3 4 5,5.0,0.5643990929705215,0.0009485941343923858
facebook,EgoNet-APM-W2,APM,W2,1000.0,precision,1 2 3 4 5,5.0,0.8583999999999999,0.005128352561983239
facebook,EgoNet-APM-W2,APM,W2,1000.0,recall,1 2 3 4 5,5.0,0.9732426303854875,0.005814458687055823
facebook,EgoNet-APM-W3,APM,W3,10.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W3,APM,W3,10.0,recall,1 2 3 4 5,5.0,0.011337868480725623,0.0
facebook,EgoNet-APM-W3,APM,W3,20.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W3,APM,W3,20.0,recall,1 2 3 4 5,5.0,0.022675736961451247,0.0
facebook,EgoNet-APM-W3,APM,W3,50.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W3,APM,W3,50.0,recall,1 2 3 4 5,5.0,0.05668934240362812,0.0
facebook,EgoNet-APM-W3,APM,W3,100.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W3,APM,W3,100.0,recall,1 2 3 4 5,5.0,0.11337868480725624,0.0
facebook,EgoNet-APM-W3,APM,W3,200.0,precision,1 2 3 4 5,5.0,0.999,0.0022360679774997916
facebook,EgoNet-APM-W3,APM,W3,200.0,recall,1 2 3 4 5,5.0,0.22653061224489796,0.000507044892857104
facebook,EgoNet-APM-W3,APM,W3,500.0,precision,1 2 3 4 5,5.0,0.9952,0.0010954451150103333
facebook,EgoNet-APM-W3,APM,W3,500.0,recall,1 2 3 4 5,5.0,0.564172335600907,0.0006210006320920055
facebook,EgoNet-APM-W3,APM,W3,1000.0,precision,1 2 3 4 5,5.0,0.8576,0.005549774770204648
facebook,EgoNet-APM-W3,APM,W3,1000.0,recall,1 2 3 4 5,5.0,0.9723356009070295,0.006292261644222965
facebook,EgoNet-APM-W4,APM,W4,10.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W4,APM,W4,10.0,recall,1 2 3 4 5,5.0,0.011337868480725623,0.0
facebook,EgoNet-APM-W4,APM,W4,20.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W4,APM,W4,20.0,recall,1 2 3 4 5,5.0,0.022675736961451247,0.0
facebook,EgoNet-APM-W4,APM,W4,50.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W4,APM,W4,50.0,recall,1 2 3 4 5,5.0,0.05668934240362812,0.0
facebook,EgoNet-APM-W4,APM,W4,100.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W4,APM,W4,100.0,recall,1 2 3 4 5,5.0,0.11337868480725624,0.0
facebook,EgoNet-APM-W4,APM,W4,200.0,precision,1 2 3 4 5,5.0,0.999,0.0022360679774997916
facebook,EgoNet-APM-W4,APM,W4,200.0,recall,1 2 3 4 5,5.0,0.22653061224489796,0.000507044892857104
facebook,EgoNet-APM-W4,APM,W4,500.0,precision,1 2 3 4 5,5.0,0.9972,0.002280350850198278
facebook,EgoNet-APM-W4,APM,W4,500.0,recall,1 2 3 4 5,5.0,0.5653061224489796,0.0012927159014729584
facebook,EgoNet-APM-W4,APM,W4,1000.0,precision,1 2 3 4 5,5.0,0.8583999999999999,0.005128352561983239
facebook,EgoNet-APM-W4,APM,W4,1000.0,recall,1 2 3 4 5,5.0,0.9732426303854875,0.005814458687055823
facebook,EgoNet-CC-W1,CC,W1,10.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W1,CC,W1,10.0,recall,1 2 3 4 5,5.0,0.011337868480725623,0.0
facebook,EgoNet-CC-W1,CC,W1,20.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W1,CC,W1,20.0,recall,1 2 3 4 5,5.0,0.022675736961451247,0.0
facebook,EgoNet-CC-W1,CC,W1,50.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W1,CC,W1,50.0,recall,1 2 3 4 5,5.0,0.05668934240362812,0.0
facebook,EgoNet-CC-W1,CC,W1,100.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W1,CC,W1,100.0,recall,1 2 3 4 5,5.0,0.11337868480725624,0.0
facebook,EgoNet-CC-W1,CC,W1,200.0,precision,1 2 3 4 5,5.0,0.999,0.0022360679774997916
facebook,EgoNet-CC-W1,CC,W1,200.0,recall,1 2 3 4 5,5.0,0.22653061224489796,0.000507044892857104
facebook,EgoNet-CC-W1,CC,W1,500.0,precision,1 2 3 4 5,5.0,0.9948,0.00268328157299975
facebook,EgoNet-CC-W1,CC,W1,500.0,recall,1 2 3 4 5,5.0,0.5639455782312925,0.0015211346785712707
facebook,EgoNet-CC-W1,CC,W1,1000.0,precision,1 2 3 4 5,5.0,0.878,0.0020000000000000018
facebook,EgoNet-CC-W1,CC,W1,1000.0,recall,1 2 3 4 5,5.0,0.9954648526077098,0.0022675736961451504
facebook,EgoNet-CC-W2,CC,W2,10.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W2,CC,W2,10.0,recall,1 2 3 4 5,5.0,0.011337868480725623,0.0
facebook,EgoNet-CC-W2,CC,W2,20.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W2,CC,W2,20.0,recall,1 2 3 4 5,5.0,0.022675736961451247,0.0
facebook,EgoNet-CC-W2,CC,W2,50.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W2,CC,W2,50.0,recall,1 2 3 4 5,5.0,0.05668934240362812,0.0
facebook,EgoNet-CC-W2,CC,W2,100.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W2,CC,W2,100.0,recall,1 2 3 4 5,5.0,0.11337868480725624,0.0
facebook,EgoNet-CC-W2,CC,W2,200.0,precision,1 2 3 4 5,5.0,0.999,0.0022360679774997916
facebook,EgoNet-CC-W2,CC,W2,200.0,recall,1 2 3 4 5,5.0,0.22653061224489796,0.000507044892857104
facebook,EgoNet-CC-W2,CC,W2,500.0,precision,1 2 3 4 5,5.0,0.9952,0.002280350850198278
facebook,EgoNet-CC-W2,CC,W2,500.0,recall,1 2 3 4 5,5.0,0.5641723356009071,0.0012927159014729389
facebook,EgoNet-CC-W2,CC,W2,1000.0,precision,1 2 3 4 5,5.0,0.878,0.001581138830084191
facebook,EgoNet-CC-W2,CC,W2,1000.0,recall,1 2 3 4 5,5.0,0.9954648526077098,0.0017926744105262883
facebook,EgoNet-CC-W3,CC,W3,10.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W3,CC,W3,10.0,recall,1 2 3 4 5,5.0,0.011337868480725623,0.0
facebook,EgoNet-CC-W3,CC,W3,20.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W3,CC,W3,20.0,recall,1 2 3 4 5,5.0,0.022675736961451247,0.0
facebook,EgoNet-CC-W3,CC,W3,50.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W3,CC,W3,50.0,recall,1 2 3 4 5,5.0,0.05668934240362812,0.0
facebook,EgoNet-CC-W3,CC,W3,100.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W3,CC,W3,100.0,recall,1 2 3 4 5,5.0,0.11337868480725624,0.0
facebook,EgoNet-CC-W3,CC,W3,200.0,precision,1 2 3 4 5,5.0,0.999,0.0022360679774997916
facebook,EgoNet-CC-W3,CC,W3,200.0,recall,1 2 3 4 5,5.0,0.22653061224489796,0.000507044892857104
facebook,EgoNet-CC-W3,CC,W3,500.0,precision,1 2 3 4 5,5.0,0.9948,0.0017888543819998333
facebook,EgoNet-CC-W3,CC,W3,500.0,recall,1 2 3 4 5,5.0,0.5639455782312925,0.0010140897857141584
facebook,EgoNet-CC-W3,CC,W3,1000.0,precision,1 2 3 4 5,5.0,0.8744,0.003049590136395384
facebook,EgoNet-CC-W3,CC,W3,1000.0,recall,1 2 3 4 5,5.0,0.9913832199546485,0.0034575851886569113
facebook,EgoNet-CC-W4,CC,W4,10.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W4,CC,W4,10.0,recall,1 2 3 4 5,5.0,0.011337868480725623,0.0
facebook,EgoNet-CC-W4,CC,W4,20.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W4,CC,W4,20.0,recall,1 2 3 4 5,5.0,0.022675736961451247,0.0
facebook,EgoNet-CC-W4,CC,W4,50.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W4,CC,W4,50.0,recall,1 2 3 4 5,5.0,0.05668934240362812,0.0
facebook,EgoNet-CC-W4,CC,W4,100.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-CC-W4,CC,W4,100.0,recall,1 2 3 4 5,5.0,0.11337868480725624,0.0
facebook,EgoNet-CC-W4,CC,W4,200.0,precision,1 2 3 4 5,5.0,0.999,0.0022360679774997916
facebook,EgoNet-CC-W4,CC,W4,200.0,recall,1 2 3 4 5,5.0,0.22653061224489796,0.000507044892857104
facebook,EgoNet-CC-W4,CC,W4,500.0,precision,1 2 3 4 5,5.0,0.9972,0.002280350850198278
facebook,EgoNet-CC-W4,CC,W4,500.0,recall,1 2 3 4 5,5.0,0.5653061224489796,0.0012927159014729584
facebook,EgoNet-CC-W4,CC,W4,1000.0,precision,1 2 3 4 5,5.0,0.8786,0.0027018512172212617
facebook,EgoNet-CC-W4,CC,W4,1000.0,recall,1 2 3 4 5,5.0,0.9961451247165533,0.003063323375534299
facebook,Louvain,global,community_common_neighbors,10.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,Louvain,global,community_common_neighbors,10.0,recall,1 2 3 4 5,5.0,0.011337868480725623,0.0
facebook,Louvain,global,community_common_neighbors,20.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,Louvain,global,community_common_neighbors,20.0,recall,1 2 3 4 5,5.0,0.022675736961451247,0.0
facebook,Louvain,global,community_common_neighbors,50.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,Louvain,global,community_common_neighbors,50.0,recall,1 2 3 4 5,5.0,0.05668934240362812,0.0
facebook,Louvain,global,community_common_neighbors,100.0,precision,1 2 3 4 5,5.0,1.0,0.0
facebook,Louvain,global,community_common_neighbors,100.0,recall,1 2 3 4 5,5.0,0.11337868480725624,0.0
facebook,Louvain,global,community_common_neighbors,200.0,precision,1 2 3 4 5,5.0,0.999,0.0022360679774997916
facebook,Louvain,global,community_common_neighbors,200.0,recall,1 2 3 4 5,5.0,0.22653061224489796,0.000507044892857104
facebook,Louvain,global,community_common_neighbors,500.0,precision,1 2 3 4 5,5.0,0.9988,0.0010954451150103333
facebook,Louvain,global,community_common_neighbors,500.0,recall,1 2 3 4 5,5.0,0.5662131519274377,0.0006210006320920055
facebook,Louvain,global,community_common_neighbors,1000.0,precision,1 2 3 4 5,5.0,0.8808,0.0010954451150103333
facebook,Louvain,global,community_common_neighbors,1000.0,recall,1 2 3 4 5,5.0,0.998639455782313,0.0012420012641840565
